userid,transaction,region,transaction_date,product_category,sell_amount,status,city,age,subscription,raw_times,email,username,price,storeid,quantity,discount,product_id,priority,base_price
U00156,TXN100156,West,2025-11-27,Books,16452.0,Refunded,Mumbai,22,Free,2025-11-27 19:10:00,user156@example.com,user156,2742.0,S045,6,0,P3342,High,2742
U00157,TXN100157,North,2026-01-19,Fashion,8052.0,Refunded,Chennai,65,Basic,2026-01-19 05:02:00,user157@example.com,user157,1342.0,S006,6,0,P3568,High,1342
U00158,TXN100158,East,2026-03-05,Books,2497.6,Failed,Mumbai,43,Free,2026-03-05 06:37:00,user158@example.com,user158,1248.8,S096,2,30,P7929,Low,1784
U00159,TXN100159,North,2025-12-01,Home,3688.0,Completed,Chennai,31,Basic,2025-12-01 15:52:00,user159@example.com,user159,3688.0,S032,1,20,P7788,Medium,4610
U00160,TXN100160,South,2026-01-31,Sports,3153.5,Refunded,Pune,29,Free,2026-01-31 06:40:00,user160@example.com,user160,315.35,S055,10,15,P5526,Low,371
U00161,TXN100161,South,2025-11-21,Home,4531.2,Pending,Bengaluru,66,Premium,2025-11-21 10:20:00,user161@example.com,user161,566.4,S054,8,20,P7703,Urgent,708
U00162,TXN100162,West,2026-03-31,Books,540.6,Refunded,Delhi,50,Premium,2026-03-31 01:42:00,user162@example.com,user162,540.6,S036,1,15,P6203,High,636
U00163,TXN100163,South,2025-05-21,Electronics,380.8,Refunded,Mumbai,54,Basic,2025-05-21 20:28:00,user163@example.com,user163,380.8,S097,1,20,P2355,High,476
U00164,TXN100164,West,2025-03-13,Fashion,13263.6,Failed,Pune,18,Basic,2025-03-13 19:48:00,user164@example.com,user164,2210.6,S030,6,30,P6990,Urgent,3158
U00165,TXN100165,West,2025-03-27,Sports,11510.1,Refunded,Jaipur,47,Premium,2025-03-27 06:37:00,user165@example.com,user165,3836.7,S038,3,10,P4950,Urgent,4263
U00166,TXN100166,North,2025-04-03,Grocery,20592.0,Pending,Jaipur,26,Premium,2025-04-03 15:52:00,user166@example.com,user166,2574.0,S035,8,0,P3291,Medium,2574
U00167,TXN100167,West,2025-05-11,Home,5306.0,Refunded,Hyderabad,68,Free,2025-05-11 21:14:00,user167@example.com,user167,530.6,S030,10,30,P2817,High,758
U00168,TXN100168,South,2025-07-15,Fashion,3185.1,Pending,Jaipur,55,Premium,2025-07-15 23:32:00,user168@example.com,user168,3185.1,S001,1,10,P2180,High,3539
U00169,TXN100169,North,2025-04-16,Electronics,11769.0,Pending,Kolkata,52,Premium,2025-04-16 02:54:00,user169@example.com,user169,2942.25,S097,4,25,P4516,Low,3923
U00170,TXN100170,North,2025-04-16,Electronics,12633.6,Refunded,Kolkata,24,Free,2025-04-16 04:22:00,user170@example.com,user170,3158.4,S002,4,20,P4382,Urgent,3948
U00171,TXN100171,South,2025-01-19,Grocery,9086.0,Refunded,Delhi,30,Basic,2025-01-19 02:31:00,user171@example.com,user171,908.6,S085,10,30,P8855,High,1298
U00172,TXN100172,South,2026-03-18,Electronics,20083.2,Refunded,Pune,23,Premium,2026-03-18 10:47:00,user172@example.com,user172,3347.2,S023,6,20,P2155,Urgent,4184
U00173,TXN100173,East,2026-03-31,Sports,30533.0,Refunded,Jaipur,41,Free,2026-03-31 06:51:00,user173@example.com,user173,3053.3,S003,10,5,P9841,Medium,3214
U00174,TXN100174,East,2026-02-15,Sports,29664.0,Pending,Chennai,35,Premium,2026-02-15 17:26:00,user174@example.com,user174,3708.0,S069,8,10,P3603,Urgent,4120
U00175,TXN100175,South,2025-02-05,Books,27801.0,Completed,Mumbai,65,Premium,2025-02-05 09:53:00,user175@example.com,user175,3089.0,S072,9,0,P5810,Low,3089
U00176,TXN100176,West,2025-07-04,Electronics,18721.25,Completed,Pune,36,Premium,2025-07-04 17:48:00,user176@example.com,user176,3744.25,S026,5,15,P9791,Medium,4405
U00177,TXN100177,South,2025-07-16,Books,6280.2,Completed,Chennai,48,Free,2025-07-16 20:47:00,user177@example.com,user177,1046.7,S054,6,10,P2695,High,1163
U00178,TXN100178,East,2025-03-09,Books,37249.5,Pending,Hyderabad,63,Free,2025-03-09 19:06:00,user178@example.com,user178,3724.95,S023,10,5,P4073,Medium,3921
U00179,TXN100179,East,2026-04-05,Home,30910.0,Refunded,Hyderabad,32,Basic,2026-04-05 15:58:00,user179@example.com,user179,3091.0,S023,10,0,P9378,High,3091
U00180,TXN100180,South,2025-07-21,Home,2205.75,Pending,Delhi,47,Free,2025-07-21 17:37:00,user180@example.com,user180,2205.75,S007,1,15,P3913,High,2595
U00181,TXN100181,West,2025-10-10,Sports,7211.4,Completed,Pune,46,Premium,2025-10-10 23:14:00,user181@example.com,user181,3605.7,S011,2,15,P8094,Low,4242
U00182,TXN100182,West,2025-08-05,Home,4457.4,Failed,Kolkata,53,Free,2025-08-05 18:26:00,user182@example.com,user182,742.9,S090,6,15,P5014,High,874
U00183,TXN100183,North,2026-04-12,Fashion,21964.0,Pending,Jaipur,40,Premium,2026-04-12 04:42:00,user183@example.com,user183,2745.5,S082,8,5,P3064,High,2890
U00184,TXN100184,North,2025-04-21,Sports,804.75,Pending,Mumbai,68,Free,2025-04-21 12:33:00,user184@example.com,user184,804.75,S042,1,25,P3699,High,1073
U00185,TXN100185,West,2025-02-13,Fashion,2618.0,Completed,Chennai,36,Premium,2025-02-13 16:48:00,user185@example.com,user185,1309.0,S066,2,15,P2092,High,1540
U00186,TXN100186,North,2025-06-03,Home,7095.6,Refunded,Jaipur,21,Premium,2025-06-03 14:12:00,user186@example.com,user186,788.4,S010,9,10,P2178,Urgent,876
U00187,TXN100187,South,2025-11-18,Electronics,22768.0,Completed,Delhi,19,Premium,2025-11-18 04:22:00,user187@example.com,user187,2846.0,S081,8,0,P6878,Low,2846
U00188,TXN100188,West,2025-01-15,Sports,12953.25,Refunded,Pune,50,Free,2025-01-15 07:38:00,user188@example.com,user188,1439.25,S038,9,5,P4610,Low,1515
U00189,TXN100189,West,2026-04-10,Grocery,16793.0,Completed,Mumbai,32,Premium,2026-04-10 14:17:00,user189@example.com,user189,1679.3,S019,10,30,P8015,Medium,2399
U00190,TXN100190,West,2026-02-11,Grocery,27977.4,Refunded,Delhi,61,Premium,2026-02-11 15:42:00,user190@example.com,user190,3108.6,S077,9,10,P7583,Low,3454
U00191,TXN100191,North,2025-06-19,Electronics,2629.0,Pending,Bengaluru,51,Free,2025-06-19 21:15:00,user191@example.com,user191,2629.0,S069,1,0,P3868,High,2629
U00192,TXN100192,West,2025-02-14,Home,3528.0,Failed,Jaipur,18,Free,2025-02-14 00:23:00,user192@example.com,user192,882.0,S074,4,10,P5807,Low,980
U00193,TXN100193,East,2025-08-09,Grocery,2420.0,Refunded,Hyderabad,66,Free,2025-08-09 04:21:00,user193@example.com,user193,484.0,S046,5,20,P3864,Low,605
U00194,TXN100194,South,2025-12-18,Sports,14448.0,Refunded,Kolkata,37,Basic,2025-12-18 03:41:00,user194@example.com,user194,3612.0,S051,4,25,P5123,Low,4816
U00195,TXN100195,South,2025-03-31,Fashion,27384.0,Pending,Bengaluru,23,Basic,2025-03-31 16:16:00,user195@example.com,user195,3423.0,S077,8,0,P7919,Urgent,3423
U00196,TXN100196,North,2026-03-12,Fashion,6750.0,Failed,Chennai,63,Basic,2026-03-12 16:20:00,user196@example.com,user196,3375.0,S098,2,0,P6256,Medium,3375
U00197,TXN100197,East,2025-07-04,Electronics,4905.0,Pending,Chennai,42,Free,2025-07-04 21:03:00,user197@example.com,user197,1635.0,S021,3,0,P1716,Low,1635
U00198,TXN100198,North,2026-01-28,Home,10065.6,Completed,Bengaluru,38,Free,2026-01-28 02:39:00,user198@example.com,user198,3355.2,S031,3,20,P5103,Low,4194
U00199,TXN100199,West,2025-08-02,Home,2943.2,Completed,Delhi,69,Premium,2025-08-02 08:19:00,user199@example.com,user199,2943.2,S049,1,20,P7215,High,3679
U00200,TXN100200,West,2025-11-22,Grocery,12882.6,Refunded,Delhi,68,Premium,2025-11-22 11:15:00,user200@example.com,user200,1431.4,S001,9,15,P3188,Medium,1684
U00201,TXN100201,South,2025-08-31,Books,21194.5,Completed,Pune,52,Basic,2025-08-31 13:35:00,user201@example.com,user201,4238.9,S050,5,5,P7322,Low,4462
U00202,TXN100202,South,2025-06-04,Grocery,14361.6,Failed,Kolkata,48,Free,2025-06-04 13:53:00,user202@example.com,user202,2393.6,S099,6,15,P7846,Low,2816
U00203,TXN100203,North,2025-10-18,Fashion,27370.0,Refunded,Pune,19,Free,2025-10-18 03:10:00,user203@example.com,user203,2737.0,S083,10,15,P4962,Urgent,3220
U00204,TXN100204,West,2025-01-16,Electronics,22901.55,Failed,Pune,42,Basic,2025-01-16 18:12:00,user204@example.com,user204,3271.65,S044,7,15,P9613,Urgent,3849
U00205,TXN100205,North,2025-06-12,Books,1507.65,Refunded,Mumbai,24,Premium,2025-06-12 15:24:00,user205@example.com,user205,502.55,S069,3,5,P2720,High,529
U00206,TXN100206,West,2026-04-10,Home,8071.2,Completed,Jaipur,40,Basic,2026-04-10 10:23:00,user206@example.com,user206,896.8,S070,9,5,P9617,Urgent,944
U00207,TXN100207,East,2025-06-14,Home,6965.0,Pending,Kolkata,35,Free,2025-06-14 04:57:00,user207@example.com,user207,1393.0,S013,5,0,P2178,Low,1393
U00208,TXN100208,North,2025-05-16,Grocery,19091.0,Pending,Bengaluru,43,Free,2025-05-16 15:47:00,user208@example.com,user208,1909.1,S093,10,15,P8597,Low,2246
U00209,TXN100209,West,2026-02-22,Books,37992.0,Completed,Kolkata,44,Premium,2026-02-22 05:54:00,user209@example.com,user209,3799.2,S060,10,20,P9840,High,4749
U00210,TXN100210,North,2025-04-24,Electronics,23306.4,Completed,Mumbai,26,Basic,2025-04-24 08:04:00,user210@example.com,user210,2913.3,S030,8,10,P3618,Urgent,3237
U00211,TXN100211,North,2025-01-20,Grocery,6504.0,Completed,Delhi,34,Free,2025-01-20 00:50:00,user211@example.com,user211,1084.0,S059,6,0,P7052,Urgent,1084
U00212,TXN100212,West,2025-03-29,Grocery,2602.7,Refunded,Jaipur,42,Premium,2025-03-29 05:30:00,user212@example.com,user212,1301.35,S011,2,15,P7071,High,1531
U00213,TXN100213,North,2025-09-14,Electronics,16551.2,Refunded,Kolkata,52,Basic,2025-09-14 07:02:00,user213@example.com,user213,4137.8,S035,4,15,P2453,Urgent,4868
U00214,TXN100214,West,2025-04-22,Books,23865.6,Failed,Bengaluru,50,Basic,2025-04-22 16:24:00,user214@example.com,user214,3977.6,S019,6,20,P3713,High,4972
U00215,TXN100215,West,2025-11-10,Books,6100.8,Refunded,Kolkata,48,Premium,2025-11-10 09:42:00,user215@example.com,user215,1016.8,S083,6,20,P1860,High,1271
U00216,TXN100216,East,2025-01-19,Grocery,38175.75,Refunded,Pune,60,Basic,2025-01-19 12:34:00,user216@example.com,user216,4241.75,S044,9,5,P1378,High,4465
U00217,TXN100217,East,2025-09-05,Home,4203.9,Refunded,Mumbai,40,Free,2025-09-05 23:19:00,user217@example.com,user217,1401.3,S054,3,10,P7357,Urgent,1557
U00218,TXN100218,West,2026-04-04,Books,20059.2,Refunded,Hyderabad,62,Free,2026-04-04 00:20:00,user218@example.com,user218,2865.6,S021,7,20,P7334,High,3582
U00219,TXN100219,North,2026-04-04,Home,31070.7,Failed,Kolkata,66,Free,2026-04-04 06:27:00,user219@example.com,user219,3452.3,S021,9,5,P3243,Medium,3634
U00220,TXN100220,North,2025-11-15,Sports,10455.0,Refunded,Jaipur,62,Premium,2025-11-15 17:36:00,user220@example.com,user220,1045.5,S083,10,25,P7124,High,1394
U00221,TXN100221,South,2025-06-14,Sports,4216.0,Failed,Kolkata,31,Free,2025-06-14 21:37:00,user221@example.com,user221,2108.0,S010,2,0,P9160,Medium,2108
U00222,TXN100222,South,2026-02-09,Electronics,3596.0,Pending,Jaipur,67,Free,2026-02-09 06:38:00,user222@example.com,user222,1798.0,S099,2,0,P3603,Medium,1798
U00223,TXN100223,South,2025-03-16,Electronics,32570.1,Pending,Hyderabad,40,Basic,2025-03-16 20:17:00,user223@example.com,user223,3618.9,S075,9,10,P2650,Medium,4021
U00224,TXN100224,West,2026-04-18,Grocery,6119.9,Failed,Chennai,68,Premium,2026-04-18 11:28:00,user224@example.com,user224,3059.95,S013,2,5,P2698,High,3221
U00225,TXN100225,North,2025-10-31,Sports,4531.5,Failed,Hyderabad,31,Basic,2025-10-31 10:46:00,user225@example.com,user225,906.3,S044,5,10,P7033,Medium,1007
U00226,TXN100226,East,2025-08-16,Sports,10003.5,Completed,Jaipur,60,Free,2025-08-16 11:26:00,user226@example.com,user226,3334.5,S088,3,10,P4609,Low,3705
U00227,TXN100227,East,2025-12-21,Electronics,4480.0,Failed,Pune,49,Basic,2025-12-21 06:08:00,user227@example.com,user227,448.0,S052,10,20,P9683,High,560
U00228,TXN100228,South,2026-04-28,Fashion,2142.0,Completed,Chennai,70,Free,2026-04-28 00:22:00,user228@example.com,user228,306.0,S031,7,15,P9786,Urgent,360
U00229,TXN100229,North,2025-07-10,Grocery,18377.1,Failed,Pune,21,Premium,2025-07-10 21:00:00,user229@example.com,user229,2041.9,S030,9,30,P1371,Urgent,2917
U00230,TXN100230,North,2026-02-09,Sports,5006.5,Completed,Bengaluru,64,Basic,2026-02-09 12:11:00,user230@example.com,user230,2503.25,S018,2,5,P9728,High,2635
U00231,TXN100231,North,2025-05-26,Electronics,1911.0,Completed,Pune,55,Free,2025-05-26 13:43:00,user231@example.com,user231,955.5,S052,2,25,P5081,High,1274
U00232,TXN100232,East,2025-11-06,Sports,14880.0,Pending,Pune,61,Basic,2025-11-06 01:37:00,user232@example.com,user232,1860.0,S049,8,25,P3377,High,2480
U00233,TXN100233,South,2025-11-01,Grocery,18542.4,Failed,Hyderabad,70,Premium,2025-11-01 13:45:00,user233@example.com,user233,3090.4,S004,6,20,P3918,Medium,3863
U00234,TXN100234,West,2026-04-11,Fashion,34155.0,Failed,Kolkata,63,Premium,2026-04-11 06:17:00,user234@example.com,user234,3795.0,S006,9,0,P1311,Medium,3795
U00235,TXN100235,North,2025-04-01,Electronics,2206.4,Completed,Chennai,55,Free,2025-04-01 19:01:00,user235@example.com,user235,2206.4,S004,1,30,P2888,Urgent,3152
U00236,TXN100236,West,2026-03-14,Grocery,5917.8,Refunded,Pune,49,Basic,2026-03-14 10:08:00,user236@example.com,user236,2958.9,S002,2,30,P8581,Medium,4227
U00237,TXN100237,South,2025-07-14,Fashion,19376.0,Completed,Bengaluru,40,Basic,2025-07-14 14:46:00,user237@example.com,user237,2422.0,S089,8,30,P9987,Medium,3460
U00238,TXN100238,West,2026-02-12,Electronics,10619.1,Completed,Chennai,50,Free,2026-02-12 14:36:00,user238@example.com,user238,3539.7,S023,3,10,P5568,Urgent,3933
U00239,TXN100239,West,2026-02-25,Books,28687.5,Refunded,Chennai,27,Basic,2026-02-25 11:44:00,user239@example.com,user239,2868.75,S050,10,25,P2982,Low,3825
U00240,TXN100240,North,2025-08-25,Grocery,15459.5,Pending,Kolkata,42,Free,2025-08-25 21:31:00,user240@example.com,user240,2208.5,S043,7,30,P1875,Medium,3155
U00241,TXN100241,East,2025-10-06,Grocery,3948.0,Refunded,Mumbai,31,Basic,2025-10-06 05:20:00,user241@example.com,user241,3948.0,S065,1,0,P4088,Medium,3948
U00242,TXN100242,West,2025-03-06,Books,19552.0,Completed,Delhi,63,Free,2025-03-06 23:29:00,user242@example.com,user242,2444.0,S034,8,0,P9322,High,2444
U00243,TXN100243,East,2025-09-18,Fashion,6054.3,Refunded,Bengaluru,32,Premium,2025-09-18 19:55:00,user243@example.com,user243,672.7,S059,9,30,P7953,Medium,961
U00244,TXN100244,South,2025-06-28,Sports,940.8,Failed,Pune,23,Free,2025-06-28 02:22:00,user244@example.com,user244,235.2,S031,4,30,P2029,High,336
U00245,TXN100245,East,2025-03-13,Home,12295.5,Completed,Mumbai,49,Premium,2025-03-13 18:13:00,user245@example.com,user245,1756.5,S074,7,25,P7020,High,2342
U00246,TXN100246,North,2025-02-08,Electronics,12826.5,Completed,Delhi,24,Basic,2025-02-08 19:35:00,user246@example.com,user246,2565.3,S080,5,15,P5616,Low,3018
U00247,TXN100247,West,2025-01-02,Books,12847.8,Refunded,Mumbai,58,Basic,2025-01-02 20:03:00,user247@example.com,user247,1835.4,S073,7,30,P3442,Low,2622
U00248,TXN100248,North,2025-11-10,Grocery,6657.2,Pending,Chennai,70,Basic,2025-11-10 19:01:00,user248@example.com,user248,832.15,S094,8,15,P9261,Low,979
U00249,TXN100249,South,2025-02-08,Sports,11885.0,Failed,Jaipur,27,Free,2025-02-08 02:12:00,user249@example.com,user249,2377.0,S042,5,0,P4968,Urgent,2377
U00250,TXN100250,South,2025-03-04,Electronics,1174.2,Completed,Mumbai,28,Basic,2025-03-04 15:35:00,user250@example.com,user250,391.4,S020,3,5,P6980,Medium,412
U00251,TXN100251,East,2026-04-10,Grocery,18822.0,Refunded,Hyderabad,63,Premium,2026-04-10 03:38:00,user251@example.com,user251,3137.0,S059,6,0,P2667,Urgent,3137
U00252,TXN100252,East,2026-01-28,Grocery,2741.2,Failed,Bengaluru,34,Free,2026-01-28 09:52:00,user252@example.com,user252,2741.2,S071,1,30,P4892,Urgent,3916
U00253,TXN100253,North,2025-05-17,Sports,5790.75,Completed,Mumbai,18,Basic,2025-05-17 07:03:00,user253@example.com,user253,827.25,S068,7,25,P3717,Low,1103
U00254,TXN100254,East,2026-04-13,Home,21766.5,Completed,Delhi,58,Basic,2026-04-13 10:44:00,user254@example.com,user254,4353.3,S023,5,10,P4448,Low,4837
U00255,TXN100255,East,2025-11-23,Grocery,2935.9,Failed,Bengaluru,20,Basic,2025-11-23 19:29:00,user255@example.com,user255,1467.95,S056,2,15,P8365,Low,1727
U00256,TXN100256,West,2025-09-19,Home,11018.55,Completed,Mumbai,37,Premium,2025-09-19 14:48:00,user256@example.com,user256,3672.85,S070,3,15,P6093,Medium,4321
U00257,TXN100257,North,2025-04-27,Fashion,16293.6,Completed,Delhi,38,Basic,2025-04-27 13:09:00,user257@example.com,user257,2036.7,S035,8,10,P3976,Medium,2263
U00258,TXN100258,North,2025-11-05,Grocery,7293.0,Pending,Hyderabad,56,Free,2025-11-05 15:56:00,user258@example.com,user258,3646.5,S051,2,25,P8285,High,4862
U00259,TXN100259,East,2026-03-06,Grocery,8373.75,Completed,Kolkata,21,Premium,2026-03-06 17:18:00,user259@example.com,user259,1674.75,S003,5,25,P9471,Urgent,2233
U00260,TXN100260,East,2025-12-13,Home,7826.0,Failed,Chennai,51,Premium,2025-12-13 19:40:00,user260@example.com,user260,1118.0,S086,7,0,P2207,High,1118
U00261,TXN100261,South,2026-03-31,Grocery,28091.7,Pending,Chennai,42,Premium,2026-03-31 01:05:00,user261@example.com,user261,4013.1,S020,7,10,P7282,High,4459
U00262,TXN100262,North,2025-08-01,Books,10686.6,Failed,Mumbai,24,Free,2025-08-01 13:28:00,user262@example.com,user262,1781.1,S037,6,10,P3215,Urgent,1979
U00263,TXN100263,West,2025-06-02,Fashion,2804.9,Failed,Bengaluru,26,Free,2025-06-02 12:33:00,user263@example.com,user263,2804.9,S083,1,30,P4448,High,4007
U00264,TXN100264,West,2025-05-29,Fashion,7604.8,Pending,Pune,46,Premium,2025-05-29 02:59:00,user264@example.com,user264,1086.4,S096,7,20,P7352,High,1358
U00265,TXN100265,East,2026-03-31,Fashion,2192.4,Refunded,Chennai,62,Free,2026-03-31 15:28:00,user265@example.com,user265,1096.2,S054,2,30,P2869,Low,1566
U00266,TXN100266,North,2026-04-18,Books,1216.35,Pending,Bengaluru,43,Premium,2026-04-18 00:50:00,user266@example.com,user266,405.45,S100,3,15,P1650,Urgent,477
U00267,TXN100267,South,2025-05-16,Home,7638.0,Pending,Kolkata,57,Basic,2025-05-16 11:00:00,user267@example.com,user267,3819.0,S088,2,0,P3788,Low,3819
U00268,TXN100268,West,2025-02-25,Electronics,29824.2,Pending,Pune,26,Free,2025-02-25 08:04:00,user268@example.com,user268,3313.8,S074,9,30,P1419,High,4734
U00269,TXN100269,South,2025-10-28,Home,16344.0,Failed,Hyderabad,25,Basic,2025-10-28 21:52:00,user269@example.com,user269,3268.8,S091,5,20,P5736,Low,4086
U00270,TXN100270,West,2026-03-11,Grocery,4759.2,Completed,Mumbai,52,Free,2026-03-11 04:38:00,user270@example.com,user270,1189.8,S023,4,10,P2141,Medium,1322
U00271,TXN100271,West,2026-04-27,Electronics,27540.0,Pending,Delhi,67,Premium,2026-04-27 20:04:00,user271@example.com,user271,3060.0,S018,9,25,P5082,High,4080
U00272,TXN100272,East,2026-01-18,Grocery,3361.5,Refunded,Jaipur,43,Premium,2026-01-18 10:35:00,user272@example.com,user272,1120.5,S017,3,25,P1305,Medium,1494
U00273,TXN100273,West,2025-10-31,Books,17208.0,Refunded,Pune,52,Free,2025-10-31 02:21:00,user273@example.com,user273,2868.0,S044,6,25,P8128,High,3824
U00274,TXN100274,East,2025-09-20,Books,21357.0,Pending,Chennai,36,Basic,2025-09-20 12:48:00,user274@example.com,user274,3559.5,S089,6,25,P9976,Urgent,4746
U00275,TXN100275,South,2025-03-03,Books,30663.15,Pending,Pune,50,Premium,2025-03-03 14:47:00,user275@example.com,user275,4380.45,S060,7,5,P5792,Low,4611
U00276,TXN100276,West,2025-06-28,Grocery,4560.0,Pending,Delhi,63,Basic,2025-06-28 11:38:00,user276@example.com,user276,1140.0,S042,4,20,P9783,Low,1425
U00277,TXN100277,West,2025-05-09,Fashion,27790.35,Pending,Jaipur,31,Premium,2025-05-09 22:57:00,user277@example.com,user277,3970.05,S015,7,5,P1101,Medium,4179
U00278,TXN100278,South,2025-09-18,Grocery,7090.0,Failed,Bengaluru,33,Basic,2025-09-18 05:47:00,user278@example.com,user278,3545.0,S027,2,0,P5084,High,3545
U00279,TXN100279,West,2025-06-24,Grocery,17419.5,Failed,Mumbai,28,Premium,2025-06-24 04:07:00,user279@example.com,user279,2903.25,S089,6,25,P1400,Medium,3871
U00280,TXN100280,South,2026-04-14,Books,39406.5,Completed,Kolkata,37,Basic,2026-04-14 22:51:00,user280@example.com,user280,4378.5,S073,9,10,P3895,High,4865
U00281,TXN100281,South,2025-05-09,Sports,17083.5,Pending,Delhi,18,Basic,2025-05-09 18:50:00,user281@example.com,user281,3416.7,S097,5,30,P2037,Medium,4881
U00282,TXN100282,North,2025-10-09,Fashion,17040.8,Failed,Mumbai,65,Premium,2025-10-09 06:43:00,user282@example.com,user282,2434.4,S082,7,20,P3840,Medium,3043
U00283,TXN100283,South,2025-08-10,Grocery,9065.0,Failed,Jaipur,26,Basic,2025-08-10 03:36:00,user283@example.com,user283,1813.0,S080,5,30,P1632,Urgent,2590
U00284,TXN100284,South,2025-07-02,Sports,1563.1,Pending,Chennai,57,Free,2025-07-02 02:02:00,user284@example.com,user284,1563.1,S078,1,30,P6262,Medium,2233
U00285,TXN100285,North,2025-07-30,Electronics,17834.7,Refunded,Bengaluru,53,Basic,2025-07-30 22:52:00,user285@example.com,user285,2972.45,S009,6,15,P9768,High,3497
U00286,TXN100286,West,2025-10-07,Electronics,1368.0,Pending,Jaipur,44,Free,2025-10-07 06:47:00,user286@example.com,user286,456.0,S008,3,25,P6447,High,608
U00287,TXN100287,East,2026-04-17,Books,1937.6,Refunded,Mumbai,24,Premium,2026-04-17 04:18:00,user287@example.com,user287,968.8,S036,2,20,P2998,Medium,1211
U00288,TXN100288,East,2025-02-12,Electronics,14827.5,Pending,Hyderabad,19,Free,2025-02-12 19:34:00,user288@example.com,user288,2471.25,S039,6,25,P7437,Low,3295
U00289,TXN100289,South,2025-08-09,Grocery,1026.0,Completed,Pune,28,Basic,2025-08-09 18:56:00,user289@example.com,user289,102.6,S084,10,10,P2069,Medium,114
U00290,TXN100290,West,2025-03-15,Fashion,9113.7,Refunded,Bengaluru,50,Premium,2025-03-15 01:33:00,user290@example.com,user290,1518.95,S068,6,15,P8592,Low,1787
